! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Monday, 20 March 2023 14:12:08
! TIMEZONE (GMT-05:00) Eastern Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9923A
! SERIAL MY52412730
! FIRMWARE_VERSION A.08.15
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1329708257
! CORRECTION1 Rdy
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
30000000,-1.50507698707855
30059940.0599401,-1.52785900292434
30119880.1198801,-1.54840442125656
30179820.1798202,-1.56881081567688
30239760.2397602,-1.58786655760419
30299700.2997003,-1.60771292530293
30359640.3596404,-1.62847232981017
30419580.4195804,-1.65036831881281
30479520.4795205,-1.67017372587758
30539460.5394605,-1.69231926491576
30599400.5994006,-1.71330809360826
30659340.6593406,-1.73258393618266
30719280.7192807,-1.75183603845308
30779220.7792208,-1.76711652755159
30839160.8391608,-1.78188168955286
30899100.8991009,-1.7955615813364
30959040.9590409,-1.80974872987883
31018981.018981,-1.82927842502459
31078921.0789211,-1.85338855038804
31138861.1388611,-1.88141562218673
31198801.1988012,-1.91152059330469
31258741.2587412,-1.94258425505607
31318681.3186813,-1.97485773188347
31378621.3786214,-2.00464004740081
31438561.4385614,-2.0338310645049
31498501.4985015,-2.06279858155405
31558441.5584415,-2.09153368481731
31618381.6183816,-2.12001549155246
31678321.6783216,-2.15102335034184
31738261.7382617,-2.1820926276281
31798201.7982018,-2.2127379698587
31858141.8581418,-2.24135694304511
31918081.9180819,-2.26779159177087
31978021.9780219,-2.29013679053452
32037962.037962,-2.30861870019843
32097902.0979021,-2.32626782585477
32157842.1578421,-2.34475043453373
32217782.2177822,-2.36592932893342
32277722.2777222,-2.39099687672361
32337662.3376623,-2.4213579389965
32397602.3976023,-2.45679206600233
32457542.4575424,-2.49680001924982
32517482.5174825,-2.54112582144856
32577422.5774225,-2.59030963059672
32637362.6373626,-2.64410405826198
32697302.6973026,-2.70092057019992
32757242.7572427,-2.7615811323322
32817182.8171828,-2.82568992881578
32877122.8771228,-2.89375270513753
32937062.9370629,-2.96191994488434
32997002.9970029,-3.03181335114012
33056943.056943,-3.10233838180668
33116883.1168831,-3.17381820141628
33176823.1768231,-3.24512404689891
33236763.2367632,-3.31680692446675
33296703.2967032,-3.38772762011843
33356643.3566433,-3.45993584812258
33416583.4165833,-3.53355533105012
33476523.4765234,-3.61211799218925
33536463.5364635,-3.69174013208647
33596403.5964035,-3.77467703925915
33656343.6563436,-3.86086586755743
33716283.7162836,-3.94879854739691
33776223.7762237,-4.03728389976788
33836163.8361638,-4.12868207155911
33896103.8961038,-4.21827383875961
33956043.9560439,-4.31035590825689
34015984.015984,-4.40009724711843
34075924.075924,-4.48890633061167
34135864.1358641,-4.57962561124207
34195804.1958041,-4.67674189138857
34255744.2557442,-4.78163495291849
34315684.3156843,-4.89394430841975
34375624.3756243,-5.01275091141562
34435564.4355644,-5.13710530430004
34495504.4955045,-5.26698716799609
34555444.5554445,-5.40057644942778
34615384.6153846,-5.53704324900201
34675324.6753246,-5.67874686351102
34735264.7352647,-5.82148262393773
34795204.7952048,-5.96425499917808
34855144.8551448,-6.11288551464637
34915084.9150849,-6.26359663528374
34975024.975025,-6.41663668973174
35034965.034965,-6.57315889755287
35094905.0949051,-6.73062722285334
35154845.1548451,-6.89450623927562
35214785.2147852,-7.06268199633008
35274725.2747253,-7.24186297602203
35334665.3346653,-7.42321177201867
35394605.3946054,-7.61104743562734
35454545.4545455,-7.80227047205203
35514485.5144855,-7.9976381885703
35574425.5744256,-8.18847074011499
35634365.6343656,-8.38519188984334
35694305.6943057,-8.58344233901958
35754245.7542458,-8.78891518849103
35814185.8141858,-8.99983430613539
35874125.8741259,-9.22311134110665
35934065.934066,-9.46093093549229
35994005.994006,-9.71516705744012
36053946.0539461,-9.98489730896532
36113886.1138861,-10.2706388870721
36173826.1738262,-10.5726117465124
36233766.2337663,-10.8942336409288
36293706.2937063,-11.2282025237663
36353646.3536464,-11.5854049917186
36413586.4135865,-11.9632331128008
36473526.4735265,-12.355935650838
36533466.5334666,-12.7619995274719
36593406.5934066,-13.1946882193653
36653346.6533467,-13.640580711431
36713286.7132868,-14.0911689197747
36773226.7732268,-14.5494345814237
36833166.8331669,-15.014051243224
36893106.893107,-15.4910874192337
36953046.953047,-15.9598318885969
37012987.0129871,-16.4321288060194
37072927.0729271,-16.8753529698624
37132867.1328672,-17.2886740011295
37192807.1928073,-17.6456263521944
37252747.2527473,-17.9610603188645
37312687.3126874,-18.2230993386844
37372627.3726275,-18.4370287337001
37432567.4325675,-18.5923431252286
37492507.4925076,-18.6882775090113
37552447.5524476,-18.7144456172912
37612387.6123877,-18.6726631290051
37672327.6723278,-18.5614126591644
37732267.7322678,-18.3896709590016
37792207.7922079,-18.162847293112
37852147.852148,-17.8734553058337
37912087.912088,-17.5308451108397
37972027.9720281,-17.1545032712012
38031968.0319681,-16.7301770528545
38091908.0919082,-16.2840371336155
38151848.1518483,-15.8109183741525
38211788.2117883,-15.3314111645531
38271728.2717284,-14.8414577827295
38331668.3316685,-14.3559617732575
38391608.3916085,-13.8728858390381
38451548.4515486,-13.4098337186425
38511488.5114886,-12.9741068383229
38571428.5714287,-12.5566916981433
38631368.6313688,-12.150028891031
38691308.6913088,-11.7741805029702
38751248.7512489,-11.413645252988
38811188.811189,-11.0736571934124
38871128.871129,-10.7502314591179
38931068.9310691,-10.447346905725
38991008.9910091,-10.1485591667921
39050949.0509492,-9.85730228947586
39110889.1108893,-9.57241547026308
39170829.1708293,-9.29607060830451
39230769.2307694,-9.02858170566462
39290709.2907095,-8.77179901427418
39350649.3506495,-8.52627281214021
39410589.4105896,-8.29130065951267
39470529.4705296,-8.06828658200746
39530469.5304697,-7.85385001825964
39590409.5904098,-7.65468458430828
39650349.6503498,-7.47136563579765
39710289.7102899,-7.30749547630652
39770229.77023,-7.16417587008496
39830169.83017,-7.05104170415512
39890109.8901101,-6.97051307013989
39950049.9500501,-6.91551804493584
40009990.0099902,-6.87017062253346
40069930.0699303,-6.80752853311151
40129870.1298703,-6.70960518114944
40189810.1898104,-6.5730746338563
40249750.2497505,-6.40893906003115
40309690.3096905,-6.23363579754694
40369630.3696306,-6.05613586915497
40429570.4295706,-5.88839170289482
40489510.4895107,-5.73533374642383
40549450.5494508,-5.60671729964911
40609390.6093908,-5.50507017798531
40669330.6693309,-5.43143871243011
40729270.729271,-5.37127571583382
40789210.789211,-5.30192167887831
40849150.8491511,-5.21031510477387
40909090.9090911,-5.09981074739143
40969030.9690312,-4.98416110247577
41028971.0289713,-4.87262517365386
41088911.0889113,-4.77287142694352
41148851.1488514,-4.68411911457067
41208791.2087915,-4.60963346832155
41268731.2687315,-4.54709081581241
41328671.3286716,-4.49711187473475
41388611.3886116,-4.45616014801483
41448551.4485517,-4.42943150768898
41508491.5084918,-4.40697754944048
41568431.5684318,-4.3934790331937
41628371.6283719,-4.378031820828
41688311.688312,-4.3625920225045
41748251.748252,-4.34142626720921
41808191.8081921,-4.31207160896824
41868131.8681321,-4.2741508918734
41928071.9280722,-4.22877157436223
41988011.9880123,-4.17464100317872
42047952.0479523,-4.1165455009485
42107892.1078924,-4.04933496924248
42167832.1678325,-3.98334768077592
42227772.2277725,-3.91245218670171
42287712.2877126,-3.84150420654158
42347652.3476526,-3.77044430172404
42407592.4075927,-3.70022474642852
42467532.4675328,-3.62985036642829
42527472.5274728,-3.56218454935041
42587412.5874129,-3.4968782342874
42647352.647353,-3.43334444505451
42707292.707293,-3.37044583192842
42767232.7672331,-3.30828085901984
42827172.8271731,-3.24900492170826
42887112.8871132,-3.18948832295648
42947052.9470533,-3.13341700858535
43006993.0069933,-3.07667407355334
43066933.0669334,-3.02396835274861
43126873.1268735,-2.97260721747261
43186813.1868135,-2.92546668801552
43246753.2467536,-2.88103680420072
43306693.3066936,-2.83965309602745
43366633.3666337,-2.8012329052801
43426573.4265738,-2.76616498353211
43486513.4865138,-2.73483157473322
